bar_idx,datetime,price,bid_vol,ask_vol,volume,delta,trades,buy_trades,sell_trades,max_one_trade
12,2026-07-03 01:40:00,4257.3,2,0,3,-2,2,0,0,0
12,2026-07-03 01:40:00,4257.5,2,0,2,-2,2,0,0,0
12,2026-07-03 01:40:00,4257.7,0,1,1,1,1,0,0,0
12,2026-07-03 01:40:00,4257.8,0,1,1,1,1,0,0,0
13,2026-07-03 01:43:00,4254.5,0,0,1,0,1,0,0,0
13,2026-07-03 01:43:00,4256.8,0,0,2,0,1,0,0,0
14,2026-07-03 01:44:00,4253.3,0,0,1,0,1,0,0,0
15,2026-07-03 01:45:00,4250.6,0,0,1,0,1,0,0,0
15,2026-07-03 01:45:00,4251.0,0,0,1,0,1,0,0,0
15,2026-07-03 01:45:00,4252.8,0,1,1,1,1,0,0,0
16,2026-07-03 01:49:00,4255.9,0,1,1,1,1,0,0,0
17,2026-07-03 01:50:00,4251.5,0,0,1,0,1,0,0,0
17,2026-07-03 01:50:00,4251.6,0,0,1,0,1,0,0,0
17,2026-07-03 01:50:00,4254.5,0,0,1,0,1,0,0,0
17,2026-07-03 01:50:00,4255.7,0,1,1,1,1,0,0,0
